Time (s),Memory Usage (MiB)
20.6,132718.92578125
20.700000000000003,132994.4765625
20.8,133208.6796875
20.900000000000002,133709.2109375
21.0,133764.57421875
21.1,133600.6015625
21.200000000000003,133334.30078125
21.3,133087.125
21.400000000000002,132726.50390625
21.5,132361.4765625
21.6,132736.5
21.700000000000003,133155.33984375
21.8,133364.62890625
21.900000000000002,133757.33203125
22.0,133827.28125
22.1,133629.59765625
22.200000000000003,133474.55859375
22.3,133151.6171875
22.400000000000002,132661.1875
22.5,132133.30859375
22.6,132697.2265625
22.700000000000003,132918.94921875
22.8,133381.21875
22.900000000000002,133915.328125
23.0,134141.8125
23.1,133781.515625
23.200000000000003,133703.9453125
23.3,133453.28515625
23.400000000000002,133186.04296875
23.5,132652.625
23.6,132235.73046875
23.700000000000003,132677.015625
23.8,132857.2578125
23.900000000000002,133309.13671875
24.0,133812.765625
24.1,134054.65625
24.200000000000003,133518.4140625
24.3,133616.49609375
24.400000000000002,133027.7265625
24.5,132818.8515625
24.6,132341.9140625
24.700000000000003,132131.58203125
24.8,132131.58203125
24.900000000000002,132131.58203125
25.0,132131.58203125
25.1,132131.58203125
25.200000000000003,132131.8671875
